传染病名,年份,地区,发病数,死亡数,发病率(每10万人),死亡率
腮腺炎,2004,江西省,7529,0,17.5765,0
腮腺炎,2004,山东省,7147,0,7.7951,0
腮腺炎,2004,河南省,14377,0,14.8339,0
腮腺炎,2004,湖北省,1717,0,2.8577,0
腮腺炎,2004,湖南省,4019,0,6.0171,0
腮腺炎,2004,广东省,20290,0,25.5085,0
腮腺炎,2004,广西省,13058,1,26.8914,0.0021
腮腺炎,2004,海南省,915,0,11.2378,0
腮腺炎,2004,重庆市,12059,0,38.5259,0
腮腺炎,2004,四川省,30277,0,34.7457,0
腮腺炎,2004,贵州省,11691,0,30.5811,0
腮腺炎,2004,云南省,539,0,1.2378,0
腮腺炎,2004,西藏,360,0,13.7846,0
腮腺炎,2004,陕西省,9187,3,25.1141,0.0082
腮腺炎,2004,甘肃省,3093,0,11.833,0
腮腺炎,2004,青海省,696,0,12.8993,0
腮腺炎,2004,宁夏,2070,0,35.4481,0
腮腺炎,2004,新疆,9028,0,48.5268,0
腮腺炎,2004,建设兵团,9,0,0.354,0
腮腺炎,2005,全国,291135,5,22.3971,0.0004
腮腺炎,2005,北京市,4505,0,29.3229,0
腮腺炎,2005,天津市,4965,0,47.671,0
腮腺炎,2005,河北省,9988,0,14.6677,0
腮腺炎,2005,山西省,5925,0,17.7665,0
腮腺炎,2005,内蒙古,1862,0,7.8399,0
腮腺炎,2005,辽宁省,11887,0,28.1889,0
腮腺炎,2005,吉林省,1915,0,7.0689,0
腮腺炎,2005,黑龙江省,3891,0,10.2131,0
腮腺炎,2005,上海市,5141,0,28.9423,0
腮腺炎,2005,江苏省,9111,0,12.2156,0
腮腺炎,2005,浙江省,27143,0,55.6947,0
腮腺炎,2005,安徽省,8625,0,14.1805,0
腮腺炎,2005,福建省,8945,0,25.4554,0
腮腺炎,2005,江西省,6415,0,14.997,0
腮腺炎,2005,山东省,7073,0,7.6927,0
腮腺炎,2005,河南省,13316,0,14.2707,0
腮腺炎,2005,湖北省,7617,0,13.3804,0
腮腺炎,2005,湖南省,7151,0,11.3624,0
腮腺炎,2005,广东省,25786,1,28.2434,0.0011
腮腺炎,2005,广西省,19083,0,41.2848,0
腮腺炎,2005,海南省,2356,0,28.7082,0
腮腺炎,2005,重庆市,10741,1,38.5032,0.0036
腮腺炎,2005,四川省,31364,0,38.3037,0
腮腺炎,2005,贵州省,12391,0,33.465,0
腮腺炎,2005,云南省,11044,0,25.0163,0
腮腺炎,2005,西藏,1459,0,53.2271,0
腮腺炎,2005,陕西省,12748,2,34.406,0.0054
腮腺炎,2005,甘肃省,4561,0,17.6887,0
腮腺炎,2005,青海省,2225,0,41.3649,0
腮腺炎,2005,宁夏,4578,1,77.6555,0.017
腮腺炎,2005,新疆,7324,0,36.8524,0
腮腺炎,2005,建设兵团,730,0,28.7156,0
腮腺炎,2006,全国,271397,4,20.756,0.0003
腮腺炎,2006,北京市,4339,0,28.2116,0
腮腺炎,2006,天津市,5464,0,52.3872,0
腮腺炎,2006,河北省,14384,0,20.9955,0
腮腺炎,2006,山西省,3672,0,10.9448,0
腮腺炎,2006,内蒙古,3059,0,12.8206,0
腮腺炎,2006,辽宁省,10359,0,24.5416,0
腮腺炎,2006,吉林省,3225,0,11.8741,0
腮腺炎,2006,黑龙江省,5770,0,15.1047,0
腮腺炎,2006,上海市,3793,0,21.3329,0
腮腺炎,2006,江苏省,9326,0,12.4763,0
腮腺炎,2006,浙江省,22992,0,46.9416,0
腮腺炎,2006,安徽省,8755,0,14.3056,0
腮腺炎,2006,福建省,5133,0,14.5205,0
腮腺炎,2006,江西省,3733,2,8.6592,0.0046
腮腺炎,2006,山东省,7618,0,8.2375,0
腮腺炎,2006,河南省,8563,1,9.129,0.0011
腮腺炎,2006,湖北省,11006,0,19.275,0
腮腺炎,2006,湖南省,8445,0,13.3497,0
腮腺炎,2006,广东省,18802,1,20.4503,0.0011
腮腺炎,2006,广西省,21336,0,45.7854,0
腮腺炎,2006,海南省,1748,0,21.1111,0
腮腺炎,2006,重庆市,6519,0,23.2987,0
腮腺炎,2006,四川省,19488,0,23.7311,0
腮腺炎,2006,贵州省,12186,0,32.6702,0
腮腺炎,2006,云南省,15614,0,35.0883,0
腮腺炎,2006,西藏,3481,0,125.638,0
腮腺炎,2006,陕西省,7842,0,21.0805,0
腮腺炎,2006,甘肃省,8836,0,34.0632,0
腮腺炎,2006,青海省,1744,0,32.1179,0
腮腺炎,2006,宁夏,4532,0,76.0403,0
腮腺炎,2006,新疆,9633,0,47.9252,0
腮腺炎,2006,建设兵团,836,0,32.5323,0
腮腺炎,2007,全国,252701,1,19.2245,0.0001
腮腺炎,2007,北京市,3555,0,22.4856,0
腮腺炎,2007,天津市,4337,0,40.3441,0
腮腺炎,2007,河北省,11260,0,16.3236,0
腮腺炎,2007,山西省,4150,0,12.2963,0
腮腺炎,2007,内蒙古,3390,0,14.1426,0
腮腺炎,2007,辽宁省,9591,0,22.4561,0
腮腺炎,2007,吉林省,4328,0,15.8942,0
腮腺炎,2007,黑龙江省,8235,0,21.5406,0
腮腺炎,2007,上海市,3835,0,21.1295,0
腮腺炎,2007,江苏省,10824,0,14.3364,0
腮腺炎,2007,浙江省,19637,1,39.4317,0.002
腮腺炎,2007,安徽省,9618,0,15.7414,0
腮腺炎,2007,福建省,3457,0,9.7162,0
腮腺炎,2007,江西省,4939,0,11.3825,0
腮腺炎,2007,山东省,5598,0,6.0135,0
腮腺炎,2007,河南省,11918,0,12.6895,0
腮腺炎,2007,湖北省,8666,0,15.2222,0
腮腺炎,2007,湖南省,6310,0,9.9495,0
腮腺炎,2007,广东省,13160,0,14.1444,0
腮腺炎,2007,广西省,13677,0,28.9828,0
腮腺炎,2007,海南省,1030,0,12.3206,0
腮腺炎,2007,重庆市,4927,0,17.5463,0
腮腺炎,2007,四川省,20002,0,24.4852,0
腮腺炎,2007,贵州省,13279,0,35.3431,0
腮腺炎,2007,云南省,10185,0,22.7191,0
腮腺炎,2007,西藏,1431,0,50.9275,0
腮腺炎,2007,陕西省,6112,0,16.3641,0
腮腺炎,2007,甘肃省,12480,0,47.8892,0
腮腺炎,2007,青海省,1676,0,30.5841,0
腮腺炎,2007,宁夏,2450,0,40.563,0
腮腺炎,2007,新疆,18644,0,90.9464,0
腮腺炎,2007,建设兵团,1041,0,40.3577,0
腮腺炎,2008,全国,310826,2,23.5244,0.0002
腮腺炎,2008,北京市,3244,0,19.8651,0
腮腺炎,2008,天津市,4567,0,40.9595,0
腮腺炎,2008,河北省,11288,0,16.2581,0
腮腺炎,2008,山西省,4561,0,13.4424,0
腮腺炎,2008,内蒙古,4297,0,17.8669,0
腮腺炎,2008,辽宁省,10957,0,25.4933,0
腮腺炎,2008,吉林省,7204,0,26.3883,0
腮腺炎,2008,黑龙江省,5257,0,13.7474,0
腮腺炎,2008,上海市,5404,0,29.085,0
腮腺炎,2008,江苏省,14004,0,18.3659,0
腮腺炎,2008,浙江省,28248,0,55.8261,0
腮腺炎,2008,安徽省,15789,0,25.8074,0
腮腺炎,2008,福建省,4921,0,13.742,0
腮腺炎,2008,江西省,7411,0,16.9666,0
腮腺炎,2008,山东省,10258,1,10.9512,0.0011
腮腺炎,2008,河南省,16815,0,17.9647,0
腮腺炎,2008,湖北省,12426,0,21.8038,0
腮腺炎,2008,湖南省,8019,0,12.6184,0
腮腺炎,2008,广东省,17465,0,18.4834,0
腮腺炎,2008,广西省,16689,1,35.0021,0.0021
腮腺炎,2008,海南省,1980,0,23.432,0
腮腺炎,2008,重庆市,9224,0,32.7557,0
腮腺炎,2008,四川省,23879,0,29.3823,0
腮腺炎,2008,贵州省,13359,0,35.5104,0
腮腺炎,2008,云南省,10599,0,23.4803,0
腮腺炎,2008,西藏,2175,0,76.5834,0
腮腺炎,2008,陕西省,10205,0,27.2278,0
腮腺炎,2008,甘肃省,8944,0,34.1764,0
腮腺炎,2008,青海省,1594,0,28.877,0
腮腺炎,2008,宁夏,3139,0,51.4592,0
腮腺炎,2008,新疆,16904,0,80.6874,0
腮腺炎,2008,建设兵团,1667,0,64.4941,0
腮腺炎,2009,全国,299329,1,22.5395,0.0001
腮腺炎,2009,北京市,3002,0,17.7109,0
腮腺炎,2009,天津市,2409,0,20.4847,0
腮腺炎,2009,河北省,12199,0,17.4549,0
腮腺炎,2009,山西省,5707,0,16.7331,0
腮腺炎,2009,内蒙古,2884,0,11.9483,0
腮腺炎,2009,辽宁省,9788,0,22.6852,0
腮腺炎,2009,吉林省,6357,0,23.2517,0
腮腺炎,2009,黑龙江省,4408,0,11.5243,0
腮腺炎,2009,上海市,4388,1,23.2359,0.0053
腮腺炎,2009,江苏省,10134,0,13.2,0
腮腺炎,2009,浙江省,22629,0,44.1973,0
腮腺炎,2009,安徽省,12893,0,21.0156,0
腮腺炎,2009,福建省,5252,0,14.4581,0
腮腺炎,2009,江西省,9719,0,22.0887,0
腮腺炎,2009,山东省,9444,0,10.0284,0
腮腺炎,2009,河南省,16593,0,17.5978,0
腮腺炎,2009,湖北省,17413,0,30.4902,0
腮腺炎,2009,湖南省,13514,0,21.1659,0
腮腺炎,2009,广东省,17755,0,18.6033,0
腮腺炎,2009,广西省,19420,0,40.3239,0
腮腺炎,2009,海南省,4022,0,47.0963,0
腮腺炎,2009,重庆市,14814,0,52.1804,0
腮腺炎,2009,四川省,23707,0,28.9724,0
腮腺炎,2009,贵州省,10270,0,27.1066,0
腮腺炎,2009,云南省,9847,0,21.6751,0
腮腺炎,2009,西藏,267,0,9.3033,0
腮腺炎,2009,陕西省,10534,0,28.0011,0
腮腺炎,2009,甘肃省,5299,0,20.1627,0
腮腺炎,2009,青海省,1078,0,19.4479,0
腮腺炎,2009,宁夏,5445,0,89.913,0
腮腺炎,2009,新疆,8138,0,38.1923,0
腮腺炎,2009,建设兵团,1207,0,46.9088,0
腮腺炎,2010,全国,298932,4,22.3963,0.0003
腮腺炎,2010,北京市,2906,0,16.5584,0
腮腺炎,2010,天津市,2142,0,17.4407,0
腮腺炎,2010,河北省,11376,1,16.172,0.0014
腮腺炎,2010,山西省,5038,0,14.6994,0
腮腺炎,2010,内蒙古,1878,0,7.7537,0
腮腺炎,2010,辽宁省,11076,0,25.6448,0
腮腺炎,2010,吉林省,4463,0,16.291,0
腮腺炎,2010,黑龙江省,3648,1,9.5348,0.0026
腮腺炎,2010,上海市,3567,0,18.5684,0
腮腺炎,2010,江苏省,5557,0,7.1935,0
腮腺炎,2010,浙江省,21081,0,40.6969,0
腮腺炎,2010,安徽省,12329,1,20.1093,0.0016
腮腺炎,2010,福建省,8586,0,23.6725,0
腮腺炎,2010,江西省,9123,0,20.5836,0
腮腺炎,2010,山东省,6368,0,6.7242,0
腮腺炎,2010,河南省,15337,0,16.1663,0
腮腺炎,2010,湖北省,22678,0,39.6469,0
腮腺炎,2010,湖南省,19417,0,30.3106,0
腮腺炎,2010,广东省,29497,0,30.6049,0
腮腺炎,2010,广西省,20025,0,41.2376,0
腮腺炎,2010,海南省,6291,0,72.8064,0
腮腺炎,2010,重庆市,14575,0,50.9794,0
腮腺炎,2010,四川省,13714,0,16.7551,0
腮腺炎,2010,贵州省,8537,1,22.4776,0.0026
腮腺炎,2010,云南省,13850,0,30.2997,0
腮腺炎,2010,西藏,443,0,15.2747,0
腮腺炎,2010,陕西省,8210,0,21.7657,0
腮腺炎,2010,甘肃省,5399,0,20.486,0
腮腺炎,2010,青海省,1328,0,23.829,0
腮腺炎,2010,宁夏,5429,0,86.8358,0
腮腺炎,2010,新疆,5064,0,23.4593,0
腮腺炎,2010,建设兵团,631,0,24.5225,0
腮腺炎,2011,全国,454385,1,33.8863,0.0001
腮腺炎,2011,北京市,3467,0,17.6774,0
腮腺炎,2011,天津市,2448,0,18.9204,0
腮腺炎,2011,河北省,25379,0,35.32,0
腮腺炎,2011,山西省,14311,0,40.0733,0
腮腺炎,2011,内蒙古,4908,0,19.8654,0
腮腺炎,2011,辽宁省,20523,0,46.9138,0
腮腺炎,2011,吉林省,5870,0,21.3745,0
腮腺炎,2011,黑龙江省,5616,0,14.6585,0
腮腺炎,2011,上海市,3269,0,14.2012,0
腮腺炎,2011,江苏省,8893,0,11.3056,0
腮腺炎,2011,浙江省,19423,0,35.6864,0
腮腺炎,2011,安徽省,17606,0,29.5899,0
腮腺炎,2011,福建省,15927,0,43.1692,0
腮腺炎,2011,江西省,14339,0,32.1735,0
腮腺炎,2011,山东省,12880,0,13.4457,0
腮腺炎,2011,河南省,20572,1,21.8778,0.0011
腮腺炎,2011,湖北省,26363,0,46.0588,0
腮腺炎,2011,湖南省,19175,0,29.193,0
腮腺炎,2011,广东省,54472,0,52.2247,0
腮腺炎,2011,广西省,28654,0,62.2554,0
腮腺炎,2011,海南省,4582,0,52.8397,0
腮腺炎,2011,重庆市,17061,0,59.1447,0
腮腺炎,2011,四川省,22889,0,28.4625,0
腮腺炎,2011,贵州省,12486,0,35.9345,0
腮腺炎,2011,云南省,20637,0,44.8959,0
腮腺炎,2011,西藏,1862,0,62.0808,0
腮腺炎,2011,陕西省,20786,0,55.6856,0
腮腺炎,2011,甘肃省,13083,0,51.155,0
腮腺炎,2011,青海省,1301,0,23.1218,0
腮腺炎,2011,宁夏,4494,0,71.318,0
腮腺炎,2011,新疆,11109,0,50.9218,0
腮腺炎,2011,建设兵团,1070,0,41.5832,0
腮腺炎,2012,全国,479518,0,35.5897,0
腮腺炎,2012,北京市,3778,0,18.7159,0
腮腺炎,2012,天津市,2394,0,17.6734,0
腮腺炎,2012,河北省,21470,0,29.6526,0
腮腺炎,2012,山西省,11482,0,31.9541,0
腮腺炎,2012,内蒙古,10949,0,44.1188,0
腮腺炎,2012,辽宁省,12981,0,29.6167,0
腮腺炎,2012,吉林省,6961,0,25.3182,0
腮腺炎,2012,黑龙江省,6141,0,16.0172,0
腮腺炎,2012,上海市,3402,0,14.4923,0
腮腺炎,2012,江苏省,19131,0,24.2201,0
腮腺炎,2012,浙江省,19742,0,36.1377,0
腮腺炎,2012,安徽省,27703,0,46.4192,0
腮腺炎,2012,福建省,13886,0,37.328,0
腮腺炎,2012,江西省,14378,0,32.0337,0
腮腺炎,2012,山东省,24408,0,25.3266,0
腮腺炎,2012,河南省,22835,0,24.3236,0
腮腺炎,2012,湖北省,25903,0,44.9861,0
腮腺炎,2012,湖南省,18764,0,28.4493,0
腮腺炎,2012,广东省,49176,0,46.812,0
腮腺炎,2012,广西省,25899,0,55.7567,0
腮腺炎,2012,海南省,4327,0,49.3172,0
腮腺炎,2012,重庆市,13388,0,45.865,0
腮腺炎,2012,四川省,26960,0,33.4907,0
腮腺炎,2012,贵州省,14044,0,40.4843,0
腮腺炎,2012,云南省,14318,0,30.9177,0
腮腺炎,2012,西藏,2149,0,70.8517,0
腮腺炎,2012,陕西省,26826,0,71.6774,0
腮腺炎,2012,甘肃省,15873,0,61.9026,0
腮腺炎,2012,青海省,1067,0,18.7795,0
腮腺炎,2012,宁夏,6439,0,100.696,0
腮腺炎,2012,新疆,12744,0,57.699,0
腮腺炎,2012,建设兵团,1908,0,72.9993,0
腮腺炎,2013,全国,327759,1,24.206,0.0001
腮腺炎,2013,北京市,3076,0,14.8649,0
腮腺炎,2013,天津市,2099,0,14.8533,0
腮腺炎,2013,河北省,11673,0,16.0178,0
腮腺炎,2013,山西省,5905,0,16.3536,0
腮腺炎,2013,内蒙古,6930,0,27.833,0
腮腺炎,2013,辽宁省,5226,0,11.907,0
腮腺炎,2013,吉林省,5130,0,18.6518,0
腮腺炎,2013,黑龙江省,5115,0,13.3412,0
腮腺炎,2013,上海市,3297,0,13.8504,0
腮腺炎,2013,江苏省,19281,1,24.3448,0.0013
腮腺炎,2013,浙江省,13651,0,24.9242,0
腮腺炎,2013,安徽省,23895,0,39.9048,0
腮腺炎,2013,福建省,5156,0,13.7567,0
腮腺炎,2013,江西省,9028,0,20.0448,0
腮腺炎,2013,山东省,23677,0,24.4474,0
腮腺炎,2013,河南省,16485,0,17.526,0
腮腺炎,2013,湖北省,18670,0,32.3066,0
腮腺炎,2013,湖南省,16590,0,24.9891,0
腮腺炎,2013,广东省,26593,0,25.1019,0
腮腺炎,2013,广西省,15221,0,32.5096,0
腮腺炎,2013,海南省,3745,0,42.2424,0
腮腺炎,2013,重庆市,13188,0,44.781,0
腮腺炎,2013,四川省,15316,0,18.9644,0
腮腺炎,2013,贵州省,7794,0,22.3708,0
腮腺炎,2013,云南省,8617,0,18.4954,0
腮腺炎,2013,西藏,313,0,10.1623,0
腮腺炎,2013,陕西省,13548,0,36.0983,0
腮腺炎,2013,甘肃省,12013,0,46.6063,0
腮腺炎,2013,青海省,1206,0,21.0409,0
腮腺炎,2013,宁夏,5656,0,87.3932,0
腮腺炎,2013,新疆,9665,0,43.2868,0
腮腺炎,2013,建设兵团,1315,0,49.6482,0
腮腺炎,2014,全国,187500,1,13.8359,0.0001
腮腺炎,2014,北京市,2507,0,11.8545,0
腮腺炎,2014,天津市,1640,0,11.1397,0
腮腺炎,2014,河北省,7736,0,10.5501,0
腮腺炎,2014,山西省,4293,0,11.8271,0
腮腺炎,2014,内蒙古,2613,1,10.462,0.004
腮腺炎,2014,辽宁省,3602,0,8.205,0
腮腺炎,2014,吉林省,3551,0,12.9067,0
腮腺炎,2014,黑龙江省,2815,0,7.3402,0
腮腺炎,2014,上海市,2704,0,11.196,0
腮腺炎,2014,江苏省,8149,0,10.2639,0
腮腺炎,2014,浙江省,8922,0,16.2277,0
腮腺炎,2014,安徽省,10920,0,18.1101,0
腮腺炎,2014,福建省,3558,0,9.4277,0
腮腺炎,2014,江西省,5560,0,12.295,0
腮腺炎,2014,山东省,8092,0,8.3137,0
腮腺炎,2014,河南省,12726,0,13.5191,0
腮腺炎,2014,湖北省,8792,0,15.1612,0
腮腺炎,2014,湖南省,11333,0,16.9387,0
腮腺炎,2014,广东省,16006,0,15.0376,0
腮腺炎,2014,广西省,8519,0,18.0526,0
腮腺炎,2014,海南省,1811,0,20.2283,0
腮腺炎,2014,重庆市,8710,0,29.3266,0
腮腺炎,2014,四川省,10186,0,12.5645,0
腮腺炎,2014,贵州省,5185,0,14.8049,0
腮腺炎,2014,云南省,5106,0,10.8949,0
腮腺炎,2014,西藏,152,0,4.8712,0
腮腺炎,2014,陕西省,9049,0,24.0409,0
腮腺炎,2014,甘肃省,4804,0,18.6044,0
腮腺炎,2014,青海省,1792,0,31.0147,0
腮腺炎,2014,宁夏,1970,0,30.1136,0
腮腺炎,2014,新疆,4697,0,20.7437,0
腮腺炎,2014,建设兵团,310,0,11.4754,0
腮腺炎,2015,全国,182833,0,13.4193,0
腮腺炎,2015,北京市,2157,0,10.0251,0
腮腺炎,2015,天津市,1539,0,10.1463,0
腮腺炎,2015,河北省,7573,0,10.2563,0
腮腺炎,2015,山西省,4059,0,11.1268,0
腮腺炎,2015,内蒙古,1839,0,7.3419,0
腮腺炎,2015,辽宁省,3009,0,6.8527,0
腮腺炎,2015,吉林省,1696,0,6.1619,0
腮腺炎,2015,黑龙江省,1610,0,4.2004,0
腮腺炎,2015,上海市,2639,0,10.8794,0
腮腺炎,2015,江苏省,5990,0,7.5251,0
腮腺炎,2015,浙江省,7485,0,13.5893,0
腮腺炎,2015,安徽省,10772,0,17.7087,0
腮腺炎,2015,福建省,3039,0,7.9848,0
腮腺炎,2015,江西省,6465,0,14.2333,0
腮腺炎,2015,山东省,7206,0,7.361,0
腮腺炎,2015,河南省,18490,0,19.5952,0
腮腺炎,2015,湖北省,9023,0,15.5141,0
腮腺炎,2015,湖南省,13476,0,20.0023,0
腮腺炎,2015,广东省,16554,0,15.4364,0
腮腺炎,2015,广西省,7825,0,16.4598,0
腮腺炎,2015,海南省,1457,0,16.1265,0
腮腺炎,2015,重庆市,11113,0,37.1498,0
腮腺炎,2015,四川省,8629,0,10.6005,0
腮腺炎,2015,贵州省,6507,0,18.5489,0
腮腺炎,2015,云南省,5531,0,11.7334,0
腮腺炎,2015,西藏,200,0,6.2982,0
腮腺炎,2015,陕西省,5856,0,15.5121,0
腮腺炎,2015,甘肃省,2750,0,10.6146,0
腮腺炎,2015,青海省,1165,0,19.9684,0
腮腺炎,2015,宁夏,1393,0,21.0569,0
腮腺炎,2015,新疆,5786,0,25.1733,0
腮腺炎,2015,建设兵团,267,0,9.77,0
腮腺炎,2016,全国,175001,0,12.8444,0
腮腺炎,2016,北京市,2172,0,10.0948,0
腮腺炎,2016,天津市,1430,0,9.4277,0
腮腺炎,2016,河北省,7362,0,9.9705,0
腮腺炎,2016,山西省,3731,0,10.2276,0
腮腺炎,2016,内蒙古,1845,0,7.3658,0
腮腺炎,2016,辽宁省,3016,0,6.8686,0
腮腺炎,2016,吉林省,1121,0,4.0728,0
腮腺炎,2016,黑龙江省,1206,0,3.1464,0
腮腺炎,2016,上海市,2379,0,9.8076,0
腮腺炎,2016,江苏省,5038,0,6.3291,0
腮腺炎,2016,浙江省,7034,0,12.7705,0
腮腺炎,2016,安徽省,7721,0,12.693,0
腮腺炎,2016,福建省,2940,0,7.7246,0
腮腺炎,2016,江西省,7606,0,16.7453,0
腮腺炎,2016,山东省,6361,0,6.4978,0
腮腺炎,2016,河南省,15852,0,16.7995,0
腮腺炎,2016,湖北省,10402,0,17.8851,0
腮腺炎,2016,湖南省,15772,0,23.4102,0
腮腺炎,2016,广东省,17420,0,16.2439,0
腮腺炎,2016,广西省,8919,0,18.761,0
腮腺炎,2016,海南省,1239,0,13.7136,0
腮腺炎,2016,重庆市,7301,0,24.4066,0
腮腺炎,2016,四川省,8703,0,10.6914,0
腮腺炎,2016,贵州省,6152,0,17.5369,0
腮腺炎,2016,云南省,5667,0,12.0219,0
腮腺炎,2016,西藏,546,0,17.1941,0
腮腺炎,2016,陕西省,6097,0,16.1505,0
腮腺炎,2016,甘肃省,2408,0,9.2945,0
腮腺炎,2016,青海省,487,0,8.3473,0
腮腺炎,2016,宁夏,1421,0,21.4802,0
腮腺炎,2016,新疆,5653,0,24.5946,0
腮腺炎,2016,建设兵团,319,0,11.6727,0
甲肝,2004,全国,93587,40,7.1997,0.0031
甲肝,2004,北京市,455,0,3.0714,0
甲肝,2004,天津市,132,0,1.4205,0
甲肝,2004,河北省,1923,0,2.8283,0
甲肝,2004,山西省,1193,0,3.5996,0
甲肝,2004,内蒙古,1377,0,5.7752,0
甲肝,2004,辽宁省,3369,1,8.0927,0.0024
甲肝,2004,吉林省,1758,0,6.596,0
甲肝,2004,黑龙江省,1936,1,5.161,0.0027
甲肝,2004,上海市,494,0,3.6921,0
甲肝,2004,江苏省,3605,2,4.7631,0.0026
甲肝,2004,浙江省,3999,0,8.509,0
甲肝,2004,安徽省,3567,3,5.5361,0.0047
甲肝,2004,福建省,2213,0,6.1547,0
甲肝,2004,江西省,3888,2,9.0765,0.0047
甲肝,2004,山东省,1974,0,2.153,0
甲肝,2004,河南省,8896,1,9.1787,0.001
甲肝,2004,湖北省,3532,2,5.8785,0.0033
甲肝,2004,湖南省,2007,1,3.0048,0.0015
甲肝,2004,广东省,1882,2,2.366,0.0025
甲肝,2004,广西省,2214,0,4.5595,0
甲肝,2004,海南省,1107,2,13.5959,0.0246
甲肝,2004,重庆市,3975,2,12.6993,0.0064
甲肝,2004,四川省,9992,4,11.4668,0.0046
甲肝,2004,贵州省,6448,6,16.8665,0.0157
甲肝,2004,云南省,5285,2,12.1373,0.0046
甲肝,2004,西藏,479,0,18.3412,0
甲肝,2004,陕西省,2630,2,7.1895,0.0055
甲肝,2004,甘肃省,7202,5,27.5529,0.0191
甲肝,2004,青海省,973,1,18.0331,0.0185
甲肝,2004,宁夏,1203,0,20.601,0
甲肝,2004,新疆,3879,1,20.8502,0.0054
甲肝,2004,建设兵团,42,0,1.6521,0
甲肝,2005,全国,73349,43,5.6428,0.0033
甲肝,2005,北京市,349,0,2.2716,0
甲肝,2005,天津市,85,0,0.8161,0
甲肝,2005,河北省,1702,1,2.4994,0.0015
甲肝,2005,山西省,1389,2,4.165,0.006
甲肝,2005,内蒙古,1179,1,4.9641,0.0042
甲肝,2005,辽宁省,2656,2,6.2985,0.0047
甲肝,2005,吉林省,1168,0,4.3115,0
甲肝,2005,黑龙江省,1250,3,3.281,0.0079
甲肝,2005,上海市,416,2,2.342,0.0113
甲肝,2005,江苏省,2506,0,3.3599,0
甲肝,2005,浙江省,2244,0,4.6045,0
甲肝,2005,安徽省,2052,0,3.3737,0
甲肝,2005,福建省,1565,0,4.4536,0
甲肝,2005,江西省,3320,2,7.7615,0.0047
甲肝,2005,山东省,1413,0,1.5368,0
甲肝,2005,河南省,5059,2,5.4217,0.0021
甲肝,2005,湖北省,2740,0,4.8132,0
甲肝,2005,湖南省,2229,0,3.5417,0
甲肝,2005,广东省,1970,4,2.1577,0.0044
甲肝,2005,广西省,1755,4,3.7968,0.0087
甲肝,2005,海南省,923,0,11.2469,0
甲肝,2005,重庆市,3168,2,11.3563,0.0072
甲肝,2005,四川省,8239,2,10.062,0.0024
甲肝,2005,贵州省,3845,6,10.3844,0.0162
甲肝,2005,云南省,5523,2,12.5104,0.0045
甲肝,2005,西藏,327,0,11.9296,0
甲肝,2005,陕西省,1669,2,4.5045,0.0054
甲肝,2005,甘肃省,4891,5,18.9685,0.0194
甲肝,2005,青海省,764,0,14.2035,0
甲肝,2005,宁夏,845,1,14.3335,0.017
甲肝,2005,新疆,6108,0,30.7338,0
甲肝,2005,建设兵团,448,0,17.6227,0
甲肝,2006,全国,68667,37,5.2515,0.0028
甲肝,2006,北京市,326,0,2.1196,0
甲肝,2006,天津市,86,0,0.8245,0
甲肝,2006,河北省,1567,0,2.2873,0
甲肝,2006,山西省,1102,1,3.2846,0.003
甲肝,2006,内蒙古,785,1,3.29,0.0042
甲肝,2006,辽宁省,1766,0,4.1838,0
甲肝,2006,吉林省,1054,1,3.8807,0.0037
甲肝,2006,黑龙江省,845,0,2.212,0
甲肝,2006,上海市,425,1,2.3903,0.0056
甲肝,2006,江苏省,2294,1,3.0689,0.0013
甲肝,2006,浙江省,2094,1,4.2752,0.002
甲肝,2006,安徽省,1890,0,3.0882,0
甲肝,2006,福建省,1277,1,3.6125,0.0028
甲肝,2006,江西省,2938,1,6.8151,0.0023
甲肝,2006,山东省,1055,0,1.1408,0
甲肝,2006,河南省,4813,1,5.1311,0.0011
甲肝,2006,湖北省,2597,2,4.5482,0.0035
甲肝,2006,湖南省,2684,2,4.2428,0.0032
甲肝,2006,广东省,1804,4,1.9621,0.0044
甲肝,2006,广西省,2014,5,4.3219,0.0107
甲肝,2006,海南省,675,1,8.1522,0.0121
甲肝,2006,重庆市,2922,1,10.4432,0.0036
甲肝,2006,四川省,7658,4,9.3254,0.0049
甲肝,2006,贵州省,4715,4,12.6407,0.0107
甲肝,2006,云南省,6788,3,15.2542,0.0067
甲肝,2006,西藏,310,0,11.1887,0
甲肝,2006,陕西省,1403,1,3.7715,0.0027
甲肝,2006,甘肃省,4492,0,17.3169,0
甲肝,2006,青海省,597,0,10.9945,0
甲肝,2006,宁夏,717,0,12.0302,0
甲肝,2006,新疆,4974,1,24.7462,0.005
甲肝,2006,建设兵团,279,1,10.8571,0.0389
甲肝,2007,全国,77135,29,5.8681,0.0022
甲肝,2007,北京市,263,1,1.6635,0.0063
甲肝,2007,天津市,61,0,0.5674,0
甲肝,2007,河北省,1440,0,2.0876,0
甲肝,2007,山西省,970,0,2.8741,0
甲肝,2007,内蒙古,1053,1,4.393,0.0042
甲肝,2007,辽宁省,1910,0,4.472,0
甲肝,2007,吉林省,578,0,2.1227,0
甲肝,2007,黑龙江省,684,1,1.7892,0.0026
甲肝,2007,上海市,386,2,2.1267,0.011
甲肝,2007,江苏省,2379,1,3.151,0.0013
甲肝,2007,浙江省,2338,1,4.6948,0.002
甲肝,2007,安徽省,1977,0,3.2357,0
