传染病名,年份,地区,发病数,死亡数,发病率(每10万人),死亡率
新生儿破伤风,2016,全国,177,3,0.013,0.0002
新生儿破伤风,2016,山西省,1,0,0.0027,0
新生儿破伤风,2016,辽宁省,1,0,0.0023,0
新生儿破伤风,2016,吉林省,1,0,0.0036,0
新生儿破伤风,2016,上海市,1,0,0.0041,0
新生儿破伤风,2016,江苏省,2,0,0.0025,0
新生儿破伤风,2016,浙江省,9,0,0.0163,0
新生儿破伤风,2016,安徽省,1,0,0.0016,0
新生儿破伤风,2016,福建省,11,0,0.0289,0
新生儿破伤风,2016,江西省,3,0,0.0066,0
新生儿破伤风,2016,山东省,1,0,0.001,0
新生儿破伤风,2016,河南省,11,1,0.0117,0.0011
新生儿破伤风,2016,湖北省,4,0,0.0069,0
新生儿破伤风,2016,湖南省,1,0,0.0015,0
新生儿破伤风,2016,广东省,34,0,0.0317,0
新生儿破伤风,2016,广西省,15,0,0.0316,0
新生儿破伤风,2016,海南省,3,0,0.0332,0
新生儿破伤风,2016,四川省,8,0,0.0098,0
新生儿破伤风,2016,贵州省,14,2,0.0399,0.0057
新生儿破伤风,2016,云南省,9,0,0.0191,0
新生儿破伤风,2016,陕西省,1,0,0.0026,0
新生儿破伤风,2016,甘肃省,10,0,0.0386,0
新生儿破伤风,2016,宁夏,4,0,0.0605,0
新生儿破伤风,2016,新疆,32,0,0.1392,0
新生儿破伤风,2016,建设兵团,2,0,0.0732,0
新生儿破伤风,2015,全国,306,17,0.0225,0.0012
新生儿破伤风,2015,北京市,1,0,0.0046,0
新生儿破伤风,2015,天津市,1,0,0.0066,0
新生儿破伤风,2015,河北省,7,0,0.0095,0
新生儿破伤风,2015,江苏省,5,0,0.0063,0
新生儿破伤风,2015,浙江省,28,1,0.0508,0.0018
新生儿破伤风,2015,安徽省,3,0,0.0049,0
新生儿破伤风,2015,福建省,20,1,0.0525,0.0026
新生儿破伤风,2015,江西省,6,0,0.0132,0
新生儿破伤风,2015,山东省,5,0,0.0051,0
新生儿破伤风,2015,河南省,11,0,0.0117,0
新生儿破伤风,2015,湖南省,8,1,0.0119,0.0015
新生儿破伤风,2015,广东省,59,2,0.055,0.0019
新生儿破伤风,2015,广西省,22,0,0.0463,0
新生儿破伤风,2015,海南省,9,0,0.0996,0
新生儿破伤风,2015,重庆市,1,0,0.0033,0
新生儿破伤风,2015,四川省,24,1,0.0295,0.0012
新生儿破伤风,2015,贵州省,21,9,0.0599,0.0257
新生儿破伤风,2015,云南省,19,2,0.0403,0.0042
新生儿破伤风,2015,西藏,1,0,0.0315,0
新生儿破伤风,2015,陕西省,1,0,0.0026,0
新生儿破伤风,2015,甘肃省,7,0,0.027,0
新生儿破伤风,2015,新疆,47,0,0.2045,0
新生儿破伤风,2015,建设兵团,1,0,0.0366,0
新生儿破伤风,2014,全国,426,15,0.0314,0.0011
新生儿破伤风,2014,天津市,1,0,0.0068,0
新生儿破伤风,2014,河北省,8,0,0.0109,0
新生儿破伤风,2014,内蒙古,1,0,0.004,0
新生儿破伤风,2014,吉林省,2,0,0.0073,0
新生儿破伤风,2014,江苏省,6,0,0.0076,0
新生儿破伤风,2014,浙江省,23,1,0.0418,0.0018
新生儿破伤风,2014,安徽省,7,0,0.0116,0
新生儿破伤风,2014,福建省,23,0,0.0609,0
新生儿破伤风,2014,江西省,13,0,0.0287,0
新生儿破伤风,2014,河南省,17,0,0.0181,0
新生儿破伤风,2014,湖北省,1,0,0.0017,0
新生儿破伤风,2014,湖南省,1,0,0.0015,0
新生儿破伤风,2014,广东省,114,3,0.1071,0.0028
新生儿破伤风,2014,广西省,38,0,0.0805,0
新生儿破伤风,2014,海南省,11,0,0.1229,0
新生儿破伤风,2014,重庆市,3,0,0.0101,0
新生儿破伤风,2014,四川省,21,0,0.0259,0
新生儿破伤风,2014,贵州省,28,7,0.0799,0.02
新生儿破伤风,2014,云南省,20,1,0.0427,0.0021
新生儿破伤风,2014,陕西省,5,0,0.0133,0
新生儿破伤风,2014,甘肃省,9,0,0.0349,0
新生儿破伤风,2014,新疆,74,3,0.3268,0.0132
新生儿破伤风,2014,建设兵团,2,2,0.074,0.074
新生儿破伤风,2013,全国,492,45,0.0363,0.0033
新生儿破伤风,2013,河北省,4,0,0.0055,0
新生儿破伤风,2013,江苏省,5,0,0.0063,0
新生儿破伤风,2013,浙江省,36,4,0.0657,0.0073
新生儿破伤风,2013,安徽省,12,0,0.02,0
新生儿破伤风,2013,福建省,17,1,0.0454,0.0027
新生儿破伤风,2013,江西省,18,2,0.04,0.0044
新生儿破伤风,2013,山东省,10,0,0.0103,0
新生儿破伤风,2013,河南省,16,2,0.017,0.0021
新生儿破伤风,2013,湖北省,1,1,0.0017,0.0017
新生儿破伤风,2013,湖南省,5,1,0.0075,0.0015
新生儿破伤风,2013,广东省,136,7,0.1284,0.0066
新生儿破伤风,2013,广西省,43,0,0.0918,0
新生儿破伤风,2013,海南省,14,0,0.1579,0
新生儿破伤风,2013,重庆市,5,0,0.017,0
新生儿破伤风,2013,四川省,22,3,0.0272,0.0037
新生儿破伤风,2013,贵州省,41,19,0.1177,0.0545
新生儿破伤风,2013,云南省,38,2,0.0816,0.0043
新生儿破伤风,2013,甘肃省,10,0,0.0388,0
新生儿破伤风,2013,青海省,1,0,0.0174,0
新生儿破伤风,2013,宁夏,2,0,0.0309,0
新生儿破伤风,2013,新疆,56,3,0.2508,0.0134
新生儿破伤风,2013,建设兵团,1,1,0.0378,0.0378
新生儿破伤风,2012,全国,656,51,0.0487,0.0038
新生儿破伤风,2012,北京市,1,0,0.005,0
新生儿破伤风,2012,河北省,13,0,0.018,0
新生儿破伤风,2012,山西省,1,0,0.0028,0
新生儿破伤风,2012,辽宁省,1,0,0.0023,0
新生儿破伤风,2012,上海市,4,0,0.017,0
新生儿破伤风,2012,江苏省,19,8,0.0241,0.0101
新生儿破伤风,2012,浙江省,60,6,0.1098,0.011
新生儿破伤风,2012,安徽省,9,0,0.0151,0
新生儿破伤风,2012,福建省,34,1,0.0914,0.0027
新生儿破伤风,2012,江西省,13,0,0.029,0
新生儿破伤风,2012,山东省,7,0,0.0073,0
新生儿破伤风,2012,河南省,13,0,0.0138,0
新生儿破伤风,2012,湖北省,3,2,0.0052,0.0035
新生儿破伤风,2012,湖南省,11,0,0.0167,0
新生儿破伤风,2012,广东省,178,6,0.1694,0.0057
新生儿破伤风,2012,广西省,71,3,0.1529,0.0065
新生儿破伤风,2012,海南省,17,0,0.1938,0
新生儿破伤风,2012,重庆市,5,0,0.0171,0
新生儿破伤风,2012,四川省,24,5,0.0298,0.0062
新生儿破伤风,2012,贵州省,29,7,0.0836,0.0202
新生儿破伤风,2012,云南省,64,8,0.1382,0.0173
新生儿破伤风,2012,陕西省,2,0,0.0053,0
新生儿破伤风,2012,甘肃省,22,3,0.0858,0.0117
新生儿破伤风,2012,青海省,2,0,0.0352,0
新生儿破伤风,2012,宁夏,5,0,0.0782,0
新生儿破伤风,2012,新疆,48,2,0.2173,0.0091
新生儿破伤风,2011,全国,785,52,0.0585,0.0039
新生儿破伤风,2011,北京市,2,0,0.0102,0
新生儿破伤风,2011,河北省,12,0,0.0167,0
新生儿破伤风,2011,山西省,3,0,0.0084,0
新生儿破伤风,2011,内蒙古,2,1,0.0081,0.004
新生儿破伤风,2011,辽宁省,1,0,0.0023,0
新生儿破伤风,2011,吉林省,1,0,0.0036,0
新生儿破伤风,2011,上海市,5,0,0.0217,0
新生儿破伤风,2011,江苏省,18,2,0.0229,0.0025
新生儿破伤风,2011,浙江省,82,15,0.1507,0.0276
新生儿破伤风,2011,安徽省,11,0,0.0185,0
新生儿破伤风,2011,福建省,30,2,0.0813,0.0054
新生儿破伤风,2011,江西省,20,3,0.0449,0.0067
新生儿破伤风,2011,山东省,6,1,0.0063,0.001
新生儿破伤风,2011,河南省,15,1,0.016,0.0011
新生儿破伤风,2011,湖北省,9,0,0.0157,0
新生儿破伤风,2011,湖南省,14,0,0.0213,0
新生儿破伤风,2011,广东省,198,4,0.1898,0.0038
新生儿破伤风,2011,广西省,111,2,0.2412,0.0043
新生儿破伤风,2011,海南省,25,0,0.2883,0
新生儿破伤风,2011,重庆市,7,0,0.0243,0
新生儿破伤风,2011,四川省,29,5,0.0361,0.0062
新生儿破伤风,2011,贵州省,53,10,0.1525,0.0288
新生儿破伤风,2011,云南省,53,3,0.1153,0.0065
新生儿破伤风,2011,西藏,1,1,0.0333,0.0333
新生儿破伤风,2011,陕西省,2,0,0.0054,0
新生儿破伤风,2011,甘肃省,22,0,0.086,0
新生儿破伤风,2011,青海省,2,1,0.0355,0.0178
新生儿破伤风,2011,宁夏,6,0,0.0952,0
新生儿破伤风,2011,新疆,45,1,0.2063,0.0046
新生儿破伤风,2011,建设兵团,2,1,0.0777,0.0389
新生儿破伤风,2010,全国,1057,86,0.0792,0.0064
新生儿破伤风,2010,河北省,10,0,0.0142,0
新生儿破伤风,2010,山西省,1,0,0.0029,0
新生儿破伤风,2010,内蒙古,1,0,0.0041,0
新生儿破伤风,2010,吉林省,1,0,0.0037,0
新生儿破伤风,2010,上海市,2,0,0.0104,0
新生儿破伤风,2010,江苏省,22,4,0.0285,0.0052
新生儿破伤风,2010,浙江省,122,11,0.2355,0.0212
新生儿破伤风,2010,安徽省,13,1,0.0212,0.0016
新生儿破伤风,2010,福建省,35,1,0.0965,0.0028
新生儿破伤风,2010,江西省,13,0,0.0293,0
新生儿破伤风,2010,山东省,10,2,0.0106,0.0021
新生儿破伤风,2010,河南省,47,6,0.0495,0.0063
新生儿破伤风,2010,湖北省,9,2,0.0157,0.0035
新生儿破伤风,2010,湖南省,22,2,0.0343,0.0031
新生儿破伤风,2010,广东省,247,15,0.2563,0.0156
新生儿破伤风,2010,广西省,123,4,0.2533,0.0082
新生儿破伤风,2010,海南省,26,2,0.3009,0.0231
新生儿破伤风,2010,重庆市,13,1,0.0455,0.0035
新生儿破伤风,2010,四川省,36,6,0.044,0.0073
新生儿破伤风,2010,贵州省,84,17,0.2212,0.0448
新生儿破伤风,2010,云南省,117,9,0.256,0.0197
新生儿破伤风,2010,陕西省,4,0,0.0106,0
新生儿破伤风,2010,甘肃省,29,0,0.11,0
新生儿破伤风,2010,宁夏,4,1,0.064,0.016
新生儿破伤风,2010,新疆,66,2,0.3057,0.0093
新生儿破伤风,2010,建设兵团,2,0,0.0777,0
新生儿破伤风,2009,全国,1412,137,0.1063,0.0103
新生儿破伤风,2009,河北省,13,1,0.0186,0.0014
新生儿破伤风,2009,山西省,1,0,0.0029,0
新生儿破伤风,2009,内蒙古,3,0,0.0124,0
新生儿破伤风,2009,辽宁省,2,0,0.0046,0
新生儿破伤风,2009,吉林省,3,0,0.011,0
新生儿破伤风,2009,黑龙江省,1,1,0.0026,0.0026
新生儿破伤风,2009,上海市,4,1,0.0212,0.0053
新生儿破伤风,2009,江苏省,26,5,0.0339,0.0065
新生儿破伤风,2009,浙江省,189,15,0.3691,0.0293
新生儿破伤风,2009,安徽省,22,3,0.0359,0.0049
新生儿破伤风,2009,福建省,60,5,0.1652,0.0138
新生儿破伤风,2009,江西省,22,1,0.05,0.0023
新生儿破伤风,2009,山东省,15,2,0.0159,0.0021
新生儿破伤风,2009,河南省,39,2,0.0414,0.0021
新生儿破伤风,2009,湖北省,10,0,0.0175,0
新生儿破伤风,2009,湖南省,18,1,0.0282,0.0016
新生儿破伤风,2009,广东省,271,18,0.2839,0.0189
新生儿破伤风,2009,广西省,147,9,0.3052,0.0187
新生儿破伤风,2009,海南省,41,0,0.4801,0
新生儿破伤风,2009,重庆市,16,3,0.0564,0.0106
新生儿破伤风,2009,四川省,52,7,0.0635,0.0086
新生儿破伤风,2009,贵州省,217,38,0.5727,0.1003
新生儿破伤风,2009,云南省,122,15,0.2685,0.033
新生儿破伤风,2009,陕西省,11,2,0.0292,0.0053
新生儿破伤风,2009,甘肃省,47,4,0.1788,0.0152
新生儿破伤风,2009,青海省,2,1,0.0361,0.018
新生儿破伤风,2009,宁夏,11,0,0.1816,0
新生儿破伤风,2009,新疆,47,3,0.2206,0.0141
新生儿破伤风,2009,建设兵团,2,0,0.0777,0
新生儿破伤风,2008,全国,1786,191,0.1352,0.0145
新生儿破伤风,2008,河北省,16,0,0.023,0
新生儿破伤风,2008,山西省,4,1,0.0118,0.0029
新生儿破伤风,2008,辽宁省,1,0,0.0023,0
新生儿破伤风,2008,吉林省,2,0,0.0073,0
新生儿破伤风,2008,黑龙江省,2,0,0.0052,0
新生儿破伤风,2008,上海市,4,2,0.0215,0.0108
新生儿破伤风,2008,江苏省,29,2,0.038,0.0026
新生儿破伤风,2008,浙江省,236,21,0.4664,0.0415
新生儿破伤风,2008,安徽省,29,1,0.0474,0.0016
新生儿破伤风,2008,福建省,50,1,0.1396,0.0028
新生儿破伤风,2008,江西省,41,5,0.0939,0.0114
新生儿破伤风,2008,山东省,16,3,0.0171,0.0032
新生儿破伤风,2008,河南省,61,9,0.0652,0.0096
新生儿破伤风,2008,湖北省,21,7,0.0368,0.0123
新生儿破伤风,2008,湖南省,32,4,0.0504,0.0063
新生儿破伤风,2008,广东省,390,30,0.4127,0.0317
新生儿破伤风,2008,广西省,215,16,0.4509,0.0336
新生儿破伤风,2008,海南省,54,4,0.6391,0.0473
新生儿破伤风,2008,重庆市,15,0,0.0533,0
新生儿破伤风,2008,四川省,80,14,0.0984,0.0172
新生儿破伤风,2008,贵州省,214,39,0.5688,0.1037
新生儿破伤风,2008,云南省,144,22,0.319,0.0487
新生儿破伤风,2008,陕西省,14,1,0.0374,0.0027
新生儿破伤风,2008,甘肃省,44,2,0.1681,0.0076
新生儿破伤风,2008,青海省,6,2,0.1087,0.0362
新生儿破伤风,2008,宁夏,10,1,0.1639,0.0164
新生儿破伤风,2008,新疆,56,4,0.2673,0.0191
新生儿破伤风,2008,建设兵团,1,0,0.0387,0
新生儿破伤风,2007,全国,2112,207,0.1607,0.0157
新生儿破伤风,2007,天津市,2,0,0.0186,0
新生儿破伤风,2007,河北省,25,1,0.0362,0.0014
新生儿破伤风,2007,山西省,6,1,0.0178,0.003
新生儿破伤风,2007,内蒙古,2,0,0.0083,0
新生儿破伤风,2007,辽宁省,5,1,0.0117,0.0023
新生儿破伤风,2007,吉林省,3,0,0.011,0
新生儿破伤风,2007,黑龙江省,2,0,0.0052,0
新生儿破伤风,2007,上海市,4,0,0.022,0
新生儿破伤风,2007,江苏省,47,7,0.0623,0.0093
新生儿破伤风,2007,浙江省,263,20,0.5281,0.0402
新生儿破伤风,2007,安徽省,25,2,0.0409,0.0033
新生儿破伤风,2007,福建省,101,10,0.2839,0.0281
新生儿破伤风,2007,江西省,37,9,0.0853,0.0207
新生儿破伤风,2007,山东省,20,3,0.0215,0.0032
新生儿破伤风,2007,河南省,60,4,0.0639,0.0043
新生儿破伤风,2007,湖北省,21,5,0.0369,0.0088
新生儿破伤风,2007,湖南省,39,3,0.0615,0.0047
新生儿破伤风,2007,广东省,489,35,0.5256,0.0376
新生儿破伤风,2007,广西省,273,23,0.5785,0.0487
新生儿破伤风,2007,海南省,48,3,0.5742,0.0359
新生儿破伤风,2007,重庆市,32,3,0.114,0.0107
新生儿破伤风,2007,四川省,94,18,0.1151,0.022
新生儿破伤风,2007,贵州省,174,23,0.4631,0.0612
新生儿破伤风,2007,云南省,168,23,0.3747,0.0513
新生儿破伤风,2007,陕西省,10,1,0.0268,0.0027
新生儿破伤风,2007,甘肃省,73,6,0.2801,0.023
新生儿破伤风,2007,青海省,4,0,0.073,0
新生儿破伤风,2007,宁夏,18,0,0.298,0
新生儿破伤风,2007,新疆,67,6,0.3268,0.0293
新生儿破伤风,2007,建设兵团,3,0,0.1163,0
新生儿破伤风,2006,全国,2519,263,0.1926,0.0201
新生儿破伤风,2006,北京市,1,1,0.0065,0.0065
新生儿破伤风,2006,天津市,7,1,0.0671,0.0096
新生儿破伤风,2006,河北省,31,0,0.0452,0
新生儿破伤风,2006,山西省,4,0,0.0119,0
新生儿破伤风,2006,内蒙古,3,1,0.0126,0.0042
新生儿破伤风,2006,辽宁省,1,0,0.0024,0
新生儿破伤风,2006,吉林省,6,1,0.0221,0.0037
新生儿破伤风,2006,黑龙江省,2,0,0.0052,0
新生儿破伤风,2006,上海市,9,0,0.0506,0
新生儿破伤风,2006,江苏省,53,5,0.0709,0.0067
新生儿破伤风,2006,浙江省,273,26,0.5574,0.0531
新生儿破伤风,2006,安徽省,32,6,0.0523,0.0098
新生儿破伤风,2006,福建省,105,10,0.297,0.0283
新生儿破伤风,2006,江西省,47,11,0.109,0.0255
新生儿破伤风,2006,山东省,27,4,0.0292,0.0043
新生儿破伤风,2006,河南省,87,5,0.0928,0.0053
新生儿破伤风,2006,湖北省,14,1,0.0245,0.0018
新生儿破伤风,2006,湖南省,61,8,0.0964,0.0126
新生儿破伤风,2006,广东省,543,42,0.5906,0.0457
新生儿破伤风,2006,广西省,344,22,0.7382,0.0472
新生儿破伤风,2006,海南省,64,7,0.7729,0.0845
新生儿破伤风,2006,重庆市,24,1,0.0858,0.0036
新生儿破伤风,2006,四川省,121,23,0.1473,0.028
新生儿破伤风,2006,贵州省,252,36,0.6756,0.0965
新生儿破伤风,2006,云南省,173,29,0.3888,0.0652
新生儿破伤风,2006,陕西省,17,3,0.0457,0.0081
新生儿破伤风,2006,甘肃省,84,8,0.3238,0.0308
新生儿破伤风,2006,青海省,6,1,0.1105,0.0184
新生儿破伤风,2006,宁夏,20,2,0.3356,0.0336
新生儿破伤风,2006,新疆,108,9,0.5373,0.0448
新生儿破伤风,2006,建设兵团,2,0,0.0778,0
新生儿破伤风,2005,全国,2761,306,0.2124,0.0235
新生儿破伤风,2005,北京市,8,1,0.0521,0.0065
新生儿破伤风,2005,天津市,4,0,0.0384,0
新生儿破伤风,2005,河北省,38,2,0.0558,0.0029
新生儿破伤风,2005,山西省,10,1,0.03,0.003
新生儿破伤风,2005,内蒙古,7,1,0.0295,0.0042
新生儿破伤风,2005,辽宁省,10,1,0.0237,0.0024
新生儿破伤风,2005,吉林省,11,2,0.0406,0.0074
新生儿破伤风,2005,黑龙江省,5,0,0.0131,0
新生儿破伤风,2005,上海市,14,1,0.0788,0.0056
新生儿破伤风,2005,江苏省,46,7,0.0617,0.0094
新生儿破伤风,2005,浙江省,241,29,0.4945,0.0595
新生儿破伤风,2005,安徽省,26,4,0.0427,0.0066
新生儿破伤风,2005,福建省,114,5,0.3244,0.0142
新生儿破伤风,2005,江西省,70,10,0.1636,0.0234
新生儿破伤风,2005,山东省,32,3,0.0348,0.0033
新生儿破伤风,2005,河南省,69,5,0.0739,0.0054
新生儿破伤风,2005,湖北省,35,10,0.0615,0.0176
新生儿破伤风,2005,湖南省,41,7,0.0651,0.0111
新生儿破伤风,2005,广东省,551,38,0.6035,0.0416
新生儿破伤风,2005,广西省,442,45,0.9562,0.0974
新生儿破伤风,2005,海南省,75,7,0.9139,0.0853
新生儿破伤风,2005,重庆市,54,9,0.1936,0.0323
新生儿破伤风,2005,四川省,138,12,0.1685,0.0147
新生儿破伤风,2005,贵州省,276,40,0.7454,0.108
新生儿破伤风,2005,云南省,189,40,0.4281,0.0906
新生儿破伤风,2005,陕西省,32,6,0.0864,0.0162
新生儿破伤风,2005,甘肃省,72,6,0.2792,0.0233
新生儿破伤风,2005,青海省,8,2,0.1487,0.0372
新生儿破伤风,2005,宁夏,21,2,0.3562,0.0339
新生儿破伤风,2005,新疆,122,10,0.6139,0.0503
新生儿破伤风,2005,建设兵团,8,1,0.3147,0.0393
新生儿破伤风,2004,全国,2954,300,0.2273,0.0231
新生儿破伤风,2004,北京市,4,0,0.027,0
新生儿破伤风,2004,天津市,8,1,0.0861,0.0108
新生儿破伤风,2004,河北省,50,4,0.0735,0.0059
新生儿破伤风,2004,山西省,8,3,0.0241,0.0091
新生儿破伤风,2004,内蒙古,7,1,0.0294,0.0042
新生儿破伤风,2004,辽宁省,4,0,0.0096,0
新生儿破伤风,2004,吉林省,3,0,0.0113,0
新生儿破伤风,2004,黑龙江省,7,1,0.0187,0.0027
新生儿破伤风,2004,上海市,5,1,0.0374,0.0075
新生儿破伤风,2004,江苏省,53,7,0.07,0.0092
新生儿破伤风,2004,浙江省,240,26,0.5107,0.0553
新生儿破伤风,2004,安徽省,27,2,0.0419,0.0031
新生儿破伤风,2004,福建省,87,7,0.242,0.0195
新生儿破伤风,2004,江西省,69,10,0.1611,0.0233
新生儿破伤风,2004,山东省,31,7,0.0338,0.0076
新生儿破伤风,2004,河南省,97,11,0.1001,0.0113
新生儿破伤风,2004,湖北省,29,5,0.0483,0.0083
新生儿破伤风,2004,湖南省,50,6,0.0749,0.009
新生儿破伤风,2004,广东省,490,40,0.616,0.0503
新生儿破伤风,2004,广西省,560,51,1.1533,0.105
新生儿破伤风,2004,海南省,95,3,1.1668,0.0368
新生儿破伤风,2004,重庆市,71,10,0.2268,0.0319
新生儿破伤风,2004,四川省,148,20,0.1698,0.023
新生儿破伤风,2004,贵州省,352,31,0.9208,0.0811
新生儿破伤风,2004,云南省,162,14,0.372,0.0322
新生儿破伤风,2004,陕西省,39,2,0.1066,0.0055
新生儿破伤风,2004,甘肃省,74,11,0.2831,0.0421
新生儿破伤风,2004,青海省,4,0,0.0741,0
新生儿破伤风,2004,宁夏,30,3,0.5137,0.0514
新生儿破伤风,2004,新疆,150,23,0.8063,0.1236
狂犬病,2016,全国,644,592,0.0473,0.0435
狂犬病,2016,北京市,3,2,0.0139,0.0093
狂犬病,2016,天津市,5,5,0.033,0.033
狂犬病,2016,河北省,31,22,0.042,0.0298
狂犬病,2016,山西省,26,10,0.0713,0.0274
狂犬病,2016,内蒙古,5,2,0.02,0.008
狂犬病,2016,上海市,1,1,0.0041,0.0041
狂犬病,2016,江苏省,44,44,0.0553,0.0553
狂犬病,2016,浙江省,19,20,0.0345,0.0363
狂犬病,2016,安徽省,23,24,0.0378,0.0395
狂犬病,2016,福建省,1,1,0.0026,0.0026
狂犬病,2016,江西省,11,11,0.0242,0.0242
狂犬病,2016,山东省,25,25,0.0255,0.0255
狂犬病,2016,河南省,82,69,0.0869,0.0731
狂犬病,2016,湖北省,32,29,0.055,0.0499
狂犬病,2016,湖南省,64,61,0.095,0.0905
狂犬病,2016,广东省,44,44,0.041,0.041
狂犬病,2016,广西省,57,57,0.1199,0.1199
狂犬病,2016,海南省,4,4,0.0443,0.0443
狂犬病,2016,重庆市,21,20,0.0702,0.0669
狂犬病,2016,四川省,20,19,0.0246,0.0233
狂犬病,2016,贵州省,51,50,0.1454,0.1425
狂犬病,2016,云南省,48,48,0.1018,0.1018
狂犬病,2016,西藏,1,1,0.0315,0.0315
狂犬病,2016,陕西省,14,11,0.0371,0.0291
狂犬病,2016,甘肃省,8,8,0.0309,0.0309
狂犬病,2016,青海省,1,0,0.0171,0
狂犬病,2016,宁夏,2,3,0.0302,0.0453
狂犬病,2016,新疆,1,1,0.0044,0.0044
狂犬病,2015,全国,801,744,0.0588,0.0546
狂犬病,2015,北京市,10,11,0.0465,0.0511
狂犬病,2015,天津市,2,2,0.0132,0.0132
狂犬病,2015,河北省,44,30,0.0596,0.0406
狂犬病,2015,山西省,25,13,0.0685,0.0356
狂犬病,2015,内蒙古,7,4,0.0279,0.016
狂犬病,2015,辽宁省,3,2,0.0068,0.0046
狂犬病,2015,吉林省,1,1,0.0036,0.0036
狂犬病,2015,江苏省,34,34,0.0427,0.0427
狂犬病,2015,浙江省,8,7,0.0145,0.0127
狂犬病,2015,安徽省,34,33,0.0559,0.0543
狂犬病,2015,福建省,3,3,0.0079,0.0079
狂犬病,2015,江西省,10,10,0.022,0.022
狂犬病,2015,山东省,37,37,0.0378,0.0378
狂犬病,2015,河南省,78,66,0.0827,0.0699
狂犬病,2015,湖北省,37,38,0.0636,0.0653
狂犬病,2015,湖南省,75,71,0.1113,0.1054
狂犬病,2015,广东省,48,48,0.0448,0.0448
狂犬病,2015,广西省,110,109,0.2314,0.2293
狂犬病,2015,海南省,8,8,0.0885,0.0885
狂犬病,2015,重庆市,27,25,0.0903,0.0836
狂犬病,2015,四川省,36,34,0.0442,0.0418
狂犬病,2015,贵州省,62,62,0.1767,0.1767
狂犬病,2015,云南省,57,51,0.1209,0.1082
狂犬病,2015,西藏,1,1,0.0315,0.0315
狂犬病,2015,陕西省,25,26,0.0662,0.0689
狂犬病,2015,甘肃省,11,11,0.0425,0.0425
狂犬病,2015,宁夏,8,7,0.1209,0.1058
狂犬病,2014,全国,924,854,0.0682,0.063
狂犬病,2014,北京市,7,5,0.0331,0.0236
狂犬病,2014,天津市,5,5,0.034,0.034
狂犬病,2014,河北省,56,34,0.0764,0.0464
狂犬病,2014,山西省,43,32,0.1185,0.0882
狂犬病,2014,内蒙古,6,4,0.024,0.016
狂犬病,2014,辽宁省,2,2,0.0046,0.0046
狂犬病,2014,上海市,3,3,0.0124,0.0124
狂犬病,2014,江苏省,39,34,0.0491,0.0428
狂犬病,2014,浙江省,9,9,0.0164,0.0164
狂犬病,2014,安徽省,31,30,0.0514,0.0498
狂犬病,2014,江西省,13,13,0.0287,0.0287
狂犬病,2014,山东省,32,30,0.0329,0.0308
狂犬病,2014,河南省,78,58,0.0829,0.0616
狂犬病,2014,湖北省,41,40,0.0707,0.069
狂犬病,2014,湖南省,65,67,0.0972,0.1001
狂犬病,2014,广东省,85,86,0.0799,0.0808
狂犬病,2014,广西省,121,121,0.2564,0.2564
狂犬病,2014,海南省,21,21,0.2346,0.2346
狂犬病,2014,重庆市,30,27,0.101,0.0909
狂犬病,2014,四川省,45,45,0.0555,0.0555
狂犬病,2014,贵州省,70,69,0.1999,0.197
狂犬病,2014,云南省,73,71,0.1558,0.1515
狂犬病,2014,陕西省,31,30,0.0824,0.0797
狂犬病,2014,甘肃省,4,4,0.0155,0.0155
狂犬病,2014,宁夏,14,14,0.214,0.214
狂犬病,2013,全国,1172,1128,0.0866,0.0833
狂犬病,2013,北京市,7,7,0.0338,0.0338
狂犬病,2013,天津市,4,4,0.0283,0.0283
狂犬病,2013,河北省,68,54,0.0933,0.0741
狂犬病,2013,山西省,66,57,0.1828,0.1579
狂犬病,2013,内蒙古,13,13,0.0522,0.0522
狂犬病,2013,辽宁省,4,3,0.0091,0.0068
狂犬病,2013,黑龙江省,1,1,0.0026,0.0026
狂犬病,2013,上海市,1,1,0.0042,0.0042
狂犬病,2013,江苏省,37,36,0.0467,0.0455
狂犬病,2013,浙江省,8,8,0.0146,0.0146
狂犬病,2013,安徽省,31,31,0.0518,0.0518
狂犬病,2013,福建省,2,2,0.0053,0.0053
狂犬病,2013,江西省,17,17,0.0377,0.0377
狂犬病,2013,山东省,55,55,0.0568,0.0568
狂犬病,2013,河南省,81,72,0.0861,0.0765
狂犬病,2013,湖北省,38,36,0.0658,0.0623
狂犬病,2013,湖南省,83,83,0.125,0.125
狂犬病,2013,广东省,140,136,0.1322,0.1284
狂犬病,2013,广西省,161,161,0.3439,0.3439
狂犬病,2013,海南省,29,29,0.3271,0.3271
狂犬病,2013,重庆市,29,28,0.0985,0.0951
狂犬病,2013,四川省,67,65,0.083,0.0805
狂犬病,2013,贵州省,84,83,0.2411,0.2382
狂犬病,2013,云南省,79,78,0.1696,0.1674
狂犬病,2013,陕西省,49,50,0.1306,0.1332
狂犬病,2013,甘肃省,9,9,0.0349,0.0349
狂犬病,2013,青海省,1,1,0.0174,0.0174
狂犬病,2013,宁夏,8,8,0.1236,0.1236
狂犬病,2012,全国,1425,1361,0.1058,0.101
狂犬病,2012,北京市,13,13,0.0644,0.0644
狂犬病,2012,天津市,9,9,0.0664,0.0664
狂犬病,2012,河北省,66,44,0.0912,0.0608
狂犬病,2012,山西省,68,56,0.1892,0.1558
狂犬病,2012,内蒙古,13,12,0.0524,0.0484
